,doc,RegId,RegIdConf,approval_textract,approval_tesseract,approval_table_lookup,twenty_textract,twenty_tesseract,twenty_table_lookup,history
0,,,,,,,,,,
1,CUR6470-01_2776_05122023_0001133248-C001408615-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOBO00186E_0000,66.19193267822266,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOBO00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000']"
2,CUR6470-01_2776_05122023_0001133248-C001408659-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,68.94776916503906,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000']"
3,CUR6470-01_2776_05122023_0001133251-C001408670-00-bottom.tif,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,58.80541229248047,,,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,,,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E _C INTERNAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022']"
4,CUR6470-01_2776_05122023_0001133253-C001408834-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,94.25430297851562,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020 WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000']"
5,CUR6470-01_2776_05122023_0001133263-C001409008-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,44.62409210205078,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOBO00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020 WCM __ 100186E C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
6,CUR6470-01_2776_05122023_0001133263-C001409021-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,98.58082580566406,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000']"
7,CUR6470-01_2776_05122023_0001133263-C001409028-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,85.88187408447266,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is 7 00140902', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Tesseract app code is 7 00140902', 'Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022']"
8,CUR6470-01_2777_05122023_0001133283-C001409247-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOBO00186E_0000,98.3973388671875,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOBO00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000']"
9,CUR6470-01_2777_05122023_0001133283-C001409255-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOBO00186E_0000,93.78408813476562,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOBO00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000']"
10,CUR6470-01_2777_05122023_0001133291-C001409386-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,95.79942192675773,Y0020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is 7 C00140938', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Tesseract app code is 7 C00140938', 'Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNALAPPROVED 07252022']"
